"county_id","county_name","district_id","district_name","line_desc","year_1","year_2","year_3","year_4","year_5"
03,"Bergen",0740,"Carlstadt Boro","Total Operations and Maintenance of Plant",1769,2066,2199,2617,2510
03,"Bergen",0740,"Carlstadt Boro","Operations and Maintenance-Salaries and Benefits",869,950,1175,1300,1276
03,"Bergen",0740,"Carlstadt Boro","Board Contribution to Food Services",0,0,0,0,0
03,"Bergen",0740,"Carlstadt Boro","Total Extracurricular Costs",66,74,69,82,80
03,"Bergen",0740,"Carlstadt Boro","Total Equipment Costs",0,18,18,53,391
03,"Bergen",0740,"Carlstadt Boro","Legal Costs",57,69,57,63,89
03,"Bergen",0740,"Carlstadt Boro","Employee Benefits as a percentage of salaries","28.00%","28.61%","37.66%","36.68%","35.72%"
03,"Bergen",0745,"Carlstadt-East Rutherford","Total Budgetary Comparative Per Pupil Cost",21388,20805,19912,22515,21712
03,"Bergen",0745,"Carlstadt-East Rutherford","Total Classroom Instruction",10658,10344,10399,11672,12229
03,"Bergen",0745,"Carlstadt-East Rutherford","Classroom-Salaries and Benefits",9990,9971,9883,11052,11527
03,"Bergen",0745,"Carlstadt-East Rutherford","Classroom-General Supplies and Textbooks",625,334,456,552,642
03,"Bergen",0745,"Carlstadt-East Rutherford","Classroom-Purchased Services",43,40,60,67,60
03,"Bergen",0745,"Carlstadt-East Rutherford","Total Support Services",4163,4200,3733,4175,3685
03,"Bergen",0745,"Carlstadt-East Rutherford","Support Services-Salaries and Benefits",1946,2100,1765,1974,1893
03,"Bergen",0745,"Carlstadt-East Rutherford","Total Administrative Costs",2852,2515,2299,2634,2262
03,"Bergen",0745,"Carlstadt-East Rutherford","Administration Salaries and Benefits",2088,1791,1411,1578,1455
03,"Bergen",0745,"Carlstadt-East Rutherford","Total Operations and Maintenance of Plant",2688,2808,2643,3097,2693
03,"Bergen",0745,"Carlstadt-East Rutherford","Operations and Maintenance-Salaries and Benefits",1342,1194,969,1084,970
03,"Bergen",0745,"Carlstadt-East Rutherford","Board Contribution to Food Services",0,0,9,10,9
03,"Bergen",0745,"Carlstadt-East Rutherford","Total Extracurricular Costs",960,878,790,884,796
03,"Bergen",0745,"Carlstadt-East Rutherford","Total Equipment Costs",0,286,0,0,0
03,"Bergen",0745,"Carlstadt-East Rutherford","Legal Costs",130,185,207,231,156
03,"Bergen",0745,"Carlstadt-East Rutherford","Employee Benefits as a percentage of salaries","23.55%","24.29%","32.00%","32.00%","25.16%"
03,"Bergen",0890,"Cliffside Park Boro","Total Budgetary Comparative Per Pupil Cost",13376,13831,13516,14682,14121
03,"Bergen",0890,"Cliffside Park Boro","Total Classroom Instruction",8600,8868,8662,9377,8849
03,"Bergen",0890,"Cliffside Park Boro","Classroom-Salaries and Benefits",7939,8354,8143,8807,8302
03,"Bergen",0890,"Cliffside Park Boro","Classroom-General Supplies and Textbooks",382,212,143,156,147
03,"Bergen",0890,"Cliffside Park Boro","Classroom-Purchased Services",280,302,377,415,400
03,"Bergen",0890,"Cliffside Park Boro","Total Support Services",1970,1951,1895,2072,2122
03,"Bergen",0890,"Cliffside Park Boro","Support Services-Salaries and Benefits",1360,1296,1223,1318,1382
03,"Bergen",0890,"Cliffside Park Boro","Total Administrative Costs",1341,1454,1392,1529,1468
03,"Bergen",0890,"Cliffside Park Boro","Administration Salaries and Benefits",977,1084,1004,1085,1078
03,"Bergen",0890,"Cliffside Park Boro","Total Operations and Maintenance of Plant",938,1000,969,1058,1135
03,"Bergen",0890,"Cliffside Park Boro","Operations and Maintenance-Salaries and Benefits",537,549,465,502,593
03,"Bergen",0890,"Cliffside Park Boro","Board Contribution to Food Services",81,65,110,119,60
03,"Bergen",0890,"Cliffside Park Boro","Total Extracurricular Costs",288,301,287,310,306
03,"Bergen",0890,"Cliffside Park Boro","Total Equipment Costs",80,80,72,93,131
03,"Bergen",0890,"Cliffside Park Boro","Legal Costs",28,26,42,45,45
03,"Bergen",0890,"Cliffside Park Boro","Employee Benefits as a percentage of salaries","28.71%","29.00%","33.11%","33.03%","28.18%"
03,"Bergen",0930,"Closter Boro","Total Budgetary Comparative Per Pupil Cost",15235,15078,15974,16242,16385
03,"Bergen",0930,"Closter Boro","Total Classroom Instruction",10050,9727,10271,10460,10579
03,"Bergen",0930,"Closter Boro","Classroom-Salaries and Benefits",9525,9328,9794,10010,10075
03,"Bergen",0930,"Closter Boro","Classroom-General Supplies and Textbooks",342,205,257,230,275
03,"Bergen",0930,"Closter Boro","Classroom-Purchased Services",183,194,220,220,229
03,"Bergen",0930,"Closter Boro","Total Support Services",1961,2071,2217,2237,2344
03,"Bergen",0930,"Closter Boro","Support Services-Salaries and Benefits",1586,1778,1853,1722,1743
03,"Bergen",0930,"Closter Boro","Total Administrative Costs",1726,1739,1796,1830,1757
03,"Bergen",0930,"Closter Boro","Administration Salaries and Benefits",1522,1530,1481,1505,1503
03,"Bergen",0930,"Closter Boro","Total Operations and Maintenance of Plant",1416,1450,1598,1623,1614
03,"Bergen",0930,"Closter Boro","Operations and Maintenance-Salaries and Benefits",885,842,937,960,929
03,"Bergen",0930,"Closter Boro","Board Contribution to Food Services",0,0,0,0,0
03,"Bergen",0930,"Closter Boro","Total Extracurricular Costs",79,87,90,89,88
03,"Bergen",0930,"Closter Boro","Total Equipment Costs",67,37,18,116,47
03,"Bergen",0930,"Closter Boro","Legal Costs",47,35,24,25,24
03,"Bergen",0930,"Closter Boro","Employee Benefits as a percentage of salaries","23.58%","24.71%","26.79%","25.47%","26.39%"
03,"Bergen",0990,"Cresskill Boro","Total Budgetary Comparative Per Pupil Cost",14449,15092,15807,16049,16714
03,"Bergen",0990,"Cresskill Boro","Total Classroom Instruction",9358,9876,10298,10397,11096
03,"Bergen",0990,"Cresskill Boro","Classroom-Salaries and Benefits",8563,8805,9400,9350,9661
03,"Bergen",0990,"Cresskill Boro","Classroom-General Supplies and Textbooks",329,328,339,357,392
03,"Bergen",0990,"Cresskill Boro","Classroom-Purchased Services",466,743,558,690,1043
03,"Bergen",0990,"Cresskill Boro","Total Support Services",1593,1669,1831,1828,1912
03,"Bergen",0990,"Cresskill Boro","Support Services-Salaries and Benefits",1316,1351,1514,1473,1594
03,"Bergen",0990,"Cresskill Boro","Total Administrative Costs",1771,1851,1895,1920,1888
03,"Bergen",0990,"Cresskill Boro","Administration Salaries and Benefits",1554,1585,1637,1684,1620
03,"Bergen",0990,"Cresskill Boro","Total Operations and Maintenance of Plant",1363,1322,1358,1473,1394
03,"Bergen",0990,"Cresskill Boro","Operations and Maintenance-Salaries and Benefits",710,729,787,792,804
03,"Bergen",0990,"Cresskill Boro","Board Contribution to Food Services",0,0,0,0,0
03,"Bergen",0990,"Cresskill Boro","Total Extracurricular Costs",364,374,426,432,424
03,"Bergen",0990,"Cresskill Boro","Total Equipment Costs",23,53,0,2,0
03,"Bergen",0990,"Cresskill Boro","Legal Costs",29,18,38,36,41
03,"Bergen",0990,"Cresskill Boro","Employee Benefits as a percentage of salaries","24.25%","24.18%","26.15%","25.21%","22.76%"
03,"Bergen",1070,"Demarest Boro","Total Budgetary Comparative Per Pupil Cost",18540,18817,22033,21625,21753
03,"Bergen",1070,"Demarest Boro","Total Classroom Instruction",11080,11297,12926,12652,12731
03,"Bergen",1070,"Demarest Boro","Classroom-Salaries and Benefits",10144,10365,11815,11563,11486
03,"Bergen",1070,"Demarest Boro","Classroom-General Supplies and Textbooks",477,479,567,551,728
03,"Bergen",1070,"Demarest Boro","Classroom-Purchased Services",459,453,544,537,517
03,"Bergen",1070,"Demarest Boro","Total Support Services",3319,3352,4083,4016,4094
03,"Bergen",1070,"Demarest Boro","Support Services-Salaries and Benefits",2622,2682,3144,3092,3059
03,"Bergen",1070,"Demarest Boro","Total Administrative Costs",1962,1956,2191,2209,2207
03,"Bergen",1070,"Demarest Boro","Administration Salaries and Benefits",1694,1739,1878,1867,1848
03,"Bergen",1070,"Demarest Boro","Total Operations and Maintenance of Plant",1906,1929,2424,2347,2325
03,"Bergen",1070,"Demarest Boro","Operations and Maintenance-Salaries and Benefits",1052,1098,1241,1196,1180
03,"Bergen",1070,"Demarest Boro","Board Contribution to Food Services",0,0,48,47,46
03,"Bergen",1070,"Demarest Boro","Total Extracurricular Costs",190,193,243,238,238
03,"Bergen",1070,"Demarest Boro","Total Equipment Costs",265,304,185,217,0
03,"Bergen",1070,"Demarest Boro","Legal Costs",25,15,31,62,42
03,"Bergen",1070,"Demarest Boro","Employee Benefits as a percentage of salaries","32.03%","32.86%","38.55%","38.13%","32.98%"
03,"Bergen",1130,"Dumont Boro","Total Budgetary Comparative Per Pupil Cost",15209,15188,16059,16741,16117
03,"Bergen",1130,"Dumont Boro","Total Classroom Instruction",9565,9142,9831,10241,9822
03,"Bergen",1130,"Dumont Boro","Classroom-Salaries and Benefits",8982,8733,9440,9761,9365
03,"Bergen",1130,"Dumont Boro","Classroom-General Supplies and Textbooks",544,374,328,400,395
03,"Bergen",1130,"Dumont Boro","Classroom-Purchased Services",39,36,63,80,62
03,"Bergen",1130,"Dumont Boro","Total Support Services",1547,1587,1713,1757,1721
03,"Bergen",1130,"Dumont Boro","Support Services-Salaries and Benefits",1399,1397,1518,1557,1530
03,"Bergen",1130,"Dumont Boro","Total Administrative Costs",1869,1994,2062,2118,2118
03,"Bergen",1130,"Dumont Boro","Administration Salaries and Benefits",1625,1748,1807,1850,1865
03,"Bergen",1130,"Dumont Boro","Total Operations and Maintenance of Plant",1822,2048,2008,2155,2014
03,"Bergen",1130,"Dumont Boro","Operations and Maintenance-Salaries and Benefits",1146,1131,1242,1277,1249
03,"Bergen",1130,"Dumont Boro","Board Contribution to Food Services",0,0,0,0,0
03,"Bergen",1130,"Dumont Boro","Total Extracurricular Costs",375,376,404,425,402
03,"Bergen",1130,"Dumont Boro","Total Equipment Costs",11,30,3,42,3
03,"Bergen",1130,"Dumont Boro","Legal Costs",39,42,21,36,25
03,"Bergen",1130,"Dumont Boro","Employee Benefits as a percentage of salaries","23.78%","27.66%","28.56%","30.09%","28.44%"
03,"Bergen",1230,"East Rutherford Boro","Total Budgetary Comparative Per Pupil Cost",16660,18270,17239,20523,20357
03,"Bergen",1230,"East Rutherford Boro","Total Classroom Instruction",10922,11940,11234,13275,13304
03,"Bergen",1230,"East Rutherford Boro","Classroom-Salaries and Benefits",10220,11007,10600,12399,12416
03,"Bergen",1230,"East Rutherford Boro","Classroom-General Supplies and Textbooks",218,543,236,334,417
03,"Bergen",1230,"East Rutherford Boro","Classroom-Purchased Services",483,391,398,542,470
03,"Bergen",1230,"East Rutherford Boro","Total Support Services",2350,2453,2260,2801,2716
03,"Bergen",1230,"East Rutherford Boro","Support Services-Salaries and Benefits",1866,1922,1805,2120,2196
03,"Bergen",1230,"East Rutherford Boro","Total Administrative Costs",1861,2083,1914,2301,2301
03,"Bergen",1230,"East Rutherford Boro","Administration Salaries and Benefits",1493,1622,1480,1717,1735
03,"Bergen",1230,"East Rutherford Boro","Total Operations and Maintenance of Plant",1417,1677,1708,2004,1909
03,"Bergen",1230,"East Rutherford Boro","Operations and Maintenance-Salaries and Benefits",727,841,783,906,793
03,"Bergen",1230,"East Rutherford Boro","Board Contribution to Food Services",0,0,3,4,4
03,"Bergen",1230,"East Rutherford Boro","Total Extracurricular Costs",58,53,61,71,66
03,"Bergen",1230,"East Rutherford Boro","Total Equipment Costs",11,160,18,33,188
03,"Bergen",1230,"East Rutherford Boro","Legal Costs",39,44,48,56,56
03,"Bergen",1230,"East Rutherford Boro","Employee Benefits as a percentage of salaries","26.13%","27.16%","29.92%","29.28%","25.53%"
03,"Bergen",1270,"Edgewater Boro","Total Budgetary Comparative Per Pupil Cost",11399,11733,11205,13053,15493
03,"Bergen",1270,"Edgewater Boro","Total Classroom Instruction",6941,6864,6594,7516,9539
03,"Bergen",1270,"Edgewater Boro","Classroom-Salaries and Benefits",6482,6360,6120,6936,8563
03,"Bergen",1270,"Edgewater Boro","Classroom-General Supplies and Textbooks",325,350,319,407,664
03,"Bergen",1270,"Edgewater Boro","Classroom-Purchased Services",134,153,155,172,312
03,"Bergen",1270,"Edgewater Boro","Total Support Services",1829,1914,1744,2186,2400
03,"Bergen",1270,"Edgewater Boro","Support Services-Salaries and Benefits",1115,1255,1250,1494,1388
03,"Bergen",1270,"Edgewater Boro","Total Administrative Costs",1372,1477,1339,1743,1572
03,"Bergen",1270,"Edgewater Boro","Administration Salaries and Benefits",1148,1204,1229,1415,1403
03,"Bergen",1270,"Edgewater Boro","Total Operations and Maintenance of Plant",1216,1411,1454,1510,1674
03,"Bergen",1270,"Edgewater Boro","Operations and Maintenance-Salaries and Benefits",644,767,774,835,910
03,"Bergen",1270,"Edgewater Boro","Board Contribution to Food Services",0,0,0,0,0
03,"Bergen",1270,"Edgewater Boro","Total Extracurricular Costs",19,16,14,31,14
03,"Bergen",1270,"Edgewater Boro","Total Equipment Costs",159,0,0,0,0
03,"Bergen",1270,"Edgewater Boro","Legal Costs",47,103,5,131,10
03,"Bergen",1270,"Edgewater Boro","Employee Benefits as a percentage of salaries","32.41%","33.27%","42.80%","37.78%","43.19%"
03,"Bergen",1345,"Elmwood Park","Total Budgetary Comparative Per Pupil Cost",10919,12079,13478,13871,14153
03,"Bergen",1345,"Elmwood Park","Total Classroom Instruction",5920,6324,7128,7329,7451
03,"Bergen",1345,"Elmwood Park","Classroom-Salaries and Benefits",5602,6030,6787,6912,7084
03,"Bergen",1345,"Elmwood Park","Classroom-General Supplies and Textbooks",178,170,253,328,280
03,"Bergen",1345,"Elmwood Park","Classroom-Purchased Services",140,124,88,89,88
03,"Bergen",1345,"Elmwood Park","Total Support Services",1828,2318,2546,2527,2689
03,"Bergen",1345,"Elmwood Park","Support Services-Salaries and Benefits",1417,1680,1839,1920,2013
03,"Bergen",1345,"Elmwood Park","Total Administrative Costs",1711,1788,2018,2142,2136
03,"Bergen",1345,"Elmwood Park","Administration Salaries and Benefits",1382,1476,1590,1680,1701
03,"Bergen",1345,"Elmwood Park","Total Operations and Maintenance of Plant",1208,1377,1474,1552,1569
03,"Bergen",1345,"Elmwood Park","Operations and Maintenance-Salaries and Benefits",705,763,830,856,865
03,"Bergen",1345,"Elmwood Park","Board Contribution to Food Services",10,0,0,0,0
03,"Bergen",1345,"Elmwood Park","Total Extracurricular Costs",233,263,301,311,301
03,"Bergen",1345,"Elmwood Park","Total Equipment Costs",56,106,0,0,0
03,"Bergen",1345,"Elmwood Park","Legal Costs",52,27,54,47,37
03,"Bergen",1345,"Elmwood Park","Employee Benefits as a percentage of salaries","32.42%","32.19%","33.37%","32.13%","30.55%"
03,"Bergen",1360,"Emerson Boro","Total Budgetary Comparative Per Pupil Cost",15731,15328,18442,19124,17136
03,"Bergen",1360,"Emerson Boro","Total Classroom Instruction",9242,9033,10417,10937,9711
03,"Bergen",1360,"Emerson Boro","Classroom-Salaries and Benefits",8737,8424,9914,10205,9240
03,"Bergen",1360,"Emerson Boro","Classroom-General Supplies and Textbooks",237,246,240,371,237
03,"Bergen",1360,"Emerson Boro","Classroom-Purchased Services",268,363,263,361,234
03,"Bergen",1360,"Emerson Boro","Total Support Services",1735,1772,2432,2395,2162
03,"Bergen",1360,"Emerson Boro","Support Services-Salaries and Benefits",1382,1429,1899,1834,1689
03,"Bergen",1360,"Emerson Boro","Total Administrative Costs",2251,2075,2262,2300,2299
03,"Bergen",1360,"Emerson Boro","Administration Salaries and Benefits",2124,1970,2135,2174,2157
03,"Bergen",1360,"Emerson Boro","Total Operations and Maintenance of Plant",1734,1666,2271,2376,1979
03,"Bergen",1360,"Emerson Boro","Operations and Maintenance-Salaries and Benefits",1027,959,1269,1232,1041
03,"Bergen",1360,"Emerson Boro","Board Contribution to Food Services",0,0,0,0,0
03,"Bergen",1360,"Emerson Boro","Total Extracurricular Costs",715,732,980,1028,914
03,"Bergen",1360,"Emerson Boro","Total Equipment Costs",28,95,0,265,0
03,"Bergen",1360,"Emerson Boro","Legal Costs",18,24,25,27,24
03,"Bergen",1360,"Emerson Boro","Employee Benefits as a percentage of salaries","30.62%","26.54%","36.52%","42.56%","31.69%"
03,"Bergen",1370,"Englewood City","Total Budgetary Comparative Per Pupil Cost",17862,17465,18180,18167,18358
03,"Bergen",1370,"Englewood City","Total Classroom Instruction",10616,10231,10616,10543,10594
03,"Bergen",1370,"Englewood City","Classroom-Salaries and Benefits",8950,8526,8804,8569,8613
03,"Bergen",1370,"Englewood City","Classroom-General Supplies and Textbooks",420,217,226,342,376
03,"Bergen",1370,"Englewood City","Classroom-Purchased Services",1245,1488,1587,1632,1605
03,"Bergen",1370,"Englewood City","Total Support Services",3066,3203,3358,3435,3558
03,"Bergen",1370,"Englewood City","Support Services-Salaries and Benefits",2023,2073,2168,2211,2257
03,"Bergen",1370,"Englewood City","Total Administrative Costs",2142,2002,1974,1998,1998
03,"Bergen",1370,"Englewood City","Administration Salaries and Benefits",1669,1478,1556,1583,1583
03,"Bergen",1370,"Englewood City","Total Operations and Maintenance of Plant",1714,1692,1845,1821,1849
03,"Bergen",1370,"Englewood City","Operations and Maintenance-Salaries and Benefits",362,376,299,291,337
03,"Bergen",1370,"Englewood City","Board Contribution to Food Services",0,0,0,0,0
03,"Bergen",1370,"Englewood City","Total Extracurricular Costs",307,317,365,350,341
03,"Bergen",1370,"Englewood City","Total Equipment Costs",22,25,231,248,53
03,"Bergen",1370,"Englewood City","Legal Costs",129,228,61,60,59
03,"Bergen",1370,"Englewood City","Employee Benefits as a percentage of salaries","26.72%","28.69%","29.48%","27.35%","26.39%"
03,"Bergen",1380,"Englewood Cliffs Boro","Total Budgetary Comparative Per Pupil Cost",21634,21456,22723,23632,23436
03,"Bergen",1380,"Englewood Cliffs Boro","Total Classroom Instruction",12480,12167,12828,13221,12922
03,"Bergen",1380,"Englewood Cliffs Boro","Classroom-Salaries and Benefits",11058,11447,12186,12385,12113
03,"Bergen",1380,"Englewood Cliffs Boro","Classroom-General Supplies and Textbooks",1079,433,292,458,483
03,"Bergen",1380,"Englewood Cliffs Boro","Classroom-Purchased Services",343,288,350,379,326
03,"Bergen",1380,"Englewood Cliffs Boro","Total Support Services",4465,4627,5136,5069,5462
03,"Bergen",1380,"Englewood Cliffs Boro","Support Services-Salaries and Benefits",3850,3963,4130,4224,4219
03,"Bergen",1380,"Englewood Cliffs Boro","Total Administrative Costs",2396,2361,2275,2775,2304
03,"Bergen",1380,"Englewood Cliffs Boro","Administration Salaries and Benefits",1819,1688,1725,1885,1796
03,"Bergen",1380,"Englewood Cliffs Boro","Total Operations and Maintenance of Plant",2206,2248,2431,2510,2688
03,"Bergen",1380,"Englewood Cliffs Boro","Operations and Maintenance-Salaries and Benefits",1296,1286,1437,1494,1573
03,"Bergen",1380,"Englewood Cliffs Boro","Board Contribution to Food Services",0,0,0,0,0
03,"Bergen",1380,"Englewood Cliffs Boro","Total Extracurricular Costs",40,6,6,6,6
03,"Bergen",1380,"Englewood Cliffs Boro","Total Equipment Costs",213,104,0,114,340
03,"Bergen",1380,"Englewood Cliffs Boro","Legal Costs",168,156,62,325,63
03,"Bergen",1380,"Englewood Cliffs Boro","Employee Benefits as a percentage of salaries","32.56%","33.94%","37.33%","37.08%","37.40%"
03,"Bergen",1450,"Fair Lawn Boro","Total Budgetary Comparative Per Pupil Cost",16065,16384,17694,17975,17494
03,"Bergen",1450,"Fair Lawn Boro","Total Classroom Instruction",9387,9541,10359,10463,10156
03,"Bergen",1450,"Fair Lawn Boro","Classroom-Salaries and Benefits",8964,9029,9766,9812,9651
03,"Bergen",1450,"Fair Lawn Boro","Classroom-General Supplies and Textbooks",194,247,247,234,222
03,"Bergen",1450,"Fair Lawn Boro","Classroom-Purchased Services",229,266,346,417,283
03,"Bergen",1450,"Fair Lawn Boro","Total Support Services",2700,2754,2901,2960,2910
03,"Bergen",1450,"Fair Lawn Boro","Support Services-Salaries and Benefits",2359,2355,2434,2468,2409
03,"Bergen",1450,"Fair Lawn Boro","Total Administrative Costs",1952,2033,2070,2061,2042
03,"Bergen",1450,"Fair Lawn Boro","Administration Salaries and Benefits",1640,1679,1775,1748,1714
03,"Bergen",1450,"Fair Lawn Boro","Total Operations and Maintenance of Plant",1592,1620,1881,2016,1916
03,"Bergen",1450,"Fair Lawn Boro","Operations and Maintenance-Salaries and Benefits",680,660,702,708,690
03,"Bergen",1450,"Fair Lawn Boro","Board Contribution to Food Services",0,0,0,0,0
03,"Bergen",1450,"Fair Lawn Boro","Total Extracurricular Costs",313,317,350,341,330
03,"Bergen",1450,"Fair Lawn Boro","Total Equipment Costs",64,55,208,251,7
03,"Bergen",1450,"Fair Lawn Boro","Legal Costs",29,53,32,42,32
03,"Bergen",1450,"Fair Lawn Boro","Employee Benefits as a percentage of salaries","25.29%","25.43%","27.12%","26.97%","25.88%"
03,"Bergen",1470,"Fairview Boro","Total Budgetary Comparative Per Pupil Cost",10196,10063,8786,12268,12421
03,"Bergen",1470,"Fairview Boro","Total Classroom Instruction",6424,6058,5446,7487,7599
03,"Bergen",1470,"Fairview Boro","Classroom-Salaries and Benefits",6193,5652,5032,6699,6788
03,"Bergen",1470,"Fairview Boro","Classroom-General Supplies and Textbooks",154,236,222,477,490
03,"Bergen",1470,"Fairview Boro","Classroom-Purchased Services",77,169,192,311,321
03,"Bergen",1470,"Fairview Boro","Total Support Services",1215,1261,981,1330,1158
03,"Bergen",1470,"Fairview Boro","Support Services-Salaries and Benefits",1020,1052,843,1120,882
03,"Bergen",1470,"Fairview Boro","Total Administrative Costs",1343,1499,1223,1940,1940
03,"Bergen",1470,"Fairview Boro","Administration Salaries and Benefits",1167,1328,1061,1606,1683
03,"Bergen",1470,"Fairview Boro","Total Operations and Maintenance of Plant",1140,1168,1027,1378,1578
03,"Bergen",1470,"Fairview Boro","Operations and Maintenance-Salaries and Benefits",594,614,516,577,854
03,"Bergen",1470,"Fairview Boro","Board Contribution to Food Services",0,0,0,0,0
03,"Bergen",1470,"Fairview Boro","Total Extracurricular Costs",39,39,50,67,73
03,"Bergen",1470,"Fairview Boro","Total Equipment Costs",0,0,0,0,0
03,"Bergen",1470,"Fairview Boro","Legal Costs",37,35,36,49,51
03,"Bergen",1470,"Fairview Boro","Employee Benefits as a percentage of salaries","30.05%","32.91%","34.24%","32.20%","33.50%"
03,"Bergen",1550,"Fort Lee Boro","Total Budgetary Comparative Per Pupil Cost",14402,14270,15225,15287,15578
03,"Bergen",1550,"Fort Lee Boro","Total Classroom Instruction",8525,8485,8784,8746,8958
03,"Bergen",1550,"Fort Lee Boro","Classroom-Salaries and Benefits",8135,8172,8459,8416,8612
03,"Bergen",1550,"Fort Lee Boro","Classroom-General Supplies and Textbooks",249,215,264,260,279
03,"Bergen",1550,"Fort Lee Boro","Classroom-Purchased Services",141,99,61,70,67
03,"Bergen",1550,"Fort Lee Boro","Total Support Services",2583,2489,2789,2794,2856
03,"Bergen",1550,"Fort Lee Boro","Support Services-Salaries and Benefits",2071,2019,2257,2255,2319
03,"Bergen",1550,"Fort Lee Boro","Total Administrative Costs",1532,1438,1542,1588,1586
03,"Bergen",1550,"Fort Lee Boro","Administration Salaries and Benefits",1303,1213,1262,1290,1285
03,"Bergen",1550,"Fort Lee Boro","Total Operations and Maintenance of Plant",1451,1536,1791,1814,1841
03,"Bergen",1550,"Fort Lee Boro","Operations and Maintenance-Salaries and Benefits",567,554,671,672,638
03,"Bergen",1550,"Fort Lee Boro","Board Contribution to Food Services",0,0,0,0,14
03,"Bergen",1550,"Fort Lee Boro","Total Extracurricular Costs",285,292,288,304,287
03,"Bergen",1550,"Fort Lee Boro","Total Equipment Costs",0,31,68,71,38
03,"Bergen",1550,"Fort Lee Boro","Legal Costs",33,21,41,41,43
03,"Bergen",1550,"Fort Lee Boro","Employee Benefits as a percentage of salaries","30.58%","30.90%","32.50%","31.94%","31.98%"
03,"Bergen",1580,"Franklin Lakes Boro","Total Budgetary Comparative Per Pupil Cost",24277,23708,26546,26338,26551
03,"Bergen",1580,"Franklin Lakes Boro","Total Classroom Instruction",15674,15217,17549,17615,17249
03,"Bergen",1580,"Franklin Lakes Boro","Classroom-Salaries and Benefits",15017,14580,16716,16813,16417
03,"Bergen",1580,"Franklin Lakes Boro","Classroom-General Supplies and Textbooks",572,549,733,705,733
03,"Bergen",1580,"Franklin Lakes Boro","Classroom-Purchased Services",85,88,100,96,99
03,"Bergen",1580,"Franklin Lakes Boro","Total Support Services",3852,3566,4285,4141,4590
03,"Bergen",1580,"Franklin Lakes Boro","Support Services-Salaries and Benefits",3659,3404,4102,3965,4263
03,"Bergen",1580,"Franklin Lakes Boro","Total Administrative Costs",2256,2153,2117,2092,2088
03,"Bergen",1580,"Franklin Lakes Boro","Administration Salaries and Benefits",2095,1982,1978,1930,1968
03,"Bergen",1580,"Franklin Lakes Boro","Total Operations and Maintenance of Plant",2366,2671,2440,2342,2458
03,"Bergen",1580,"Franklin Lakes Boro","Operations and Maintenance-Salaries and Benefits",323,951,378,360,433
03,"Bergen",1580,"Franklin Lakes Boro","Board Contribution to Food Services",0,0,0,0,18
03,"Bergen",1580,"Franklin Lakes Boro","Total Extracurricular Costs",121,90,142,135,135
03,"Bergen",1580,"Franklin Lakes Boro","Total Equipment Costs",263,226,54,133,59
03,"Bergen",1580,"Franklin Lakes Boro","Legal Costs",62,82,45,55,35
03,"Bergen",1580,"Franklin Lakes Boro","Employee Benefits as a percentage of salaries","34.97%","35.57%","36.86%","35.43%","34.84%"
03,"Bergen",1700,"Garfield City","Total Budgetary Comparative Per Pupil Cost",16583,17180,18372,17799,18036
03,"Bergen",1700,"Garfield City","Total Classroom Instruction",10287,11021,11474,11123,11319
03,"Bergen",1700,"Garfield City","Classroom-Salaries and Benefits",10177,10917,11341,10984,11045
03,"Bergen",1700,"Garfield City","Classroom-General Supplies and Textbooks",103,100,126,131,267
03,"Bergen",1700,"Garfield City","Classroom-Purchased Services",7,5,7,7,7
03,"Bergen",1700,"Garfield City","Total Support Services",2599,2461,2931,2774,2794
03,"Bergen",1700,"Garfield City","Support Services-Salaries and Benefits",2131,2046,2453,2342,2281
03,"Bergen",1700,"Garfield City","Total Administrative Costs",1786,1732,1949,1947,1902
03,"Bergen",1700,"Garfield City","Administration Salaries and Benefits",1544,1508,1665,1630,1578
03,"Bergen",1700,"Garfield City","Total Operations and Maintenance of Plant",1699,1775,1790,1734,1799
03,"Bergen",1700,"Garfield City","Operations and Maintenance-Salaries and Benefits",1064,1068,1038,1005,1025
03,"Bergen",1700,"Garfield City","Board Contribution to Food Services",0,0,0,0,0
03,"Bergen",1700,"Garfield City","Total Extracurricular Costs",166,157,175,170,179
03,"Bergen",1700,"Garfield City","Total Equipment Costs",14,7,37,57,44
03,"Bergen",1700,"Garfield City","Legal Costs",26,31,31,44,40
03,"Bergen",1700,"Garfield City","Restricted Federal and State Revenue other than Preschool Education Aid Included Above",0,130,109,105,104
03,"Bergen",1700,"Garfield City","Employee Benefits as a percentage of salaries","30.77%","31.29%","34.66%","34.69%","31.75%"
03,"Bergen",1760,"Glen Rock Boro","Total Budgetary Comparative Per Pupil Cost",16375,16944,18104,18480,18260
03,"Bergen",1760,"Glen Rock Boro","Total Classroom Instruction",8918,9348,9778,9971,9919
03,"Bergen",1760,"Glen Rock Boro","Classroom-Salaries and Benefits",8219,8639,8990,9144,9025
03,"Bergen",1760,"Glen Rock Boro","Classroom-General Supplies and Textbooks",380,361,363,381,362
03,"Bergen",1760,"Glen Rock Boro","Classroom-Purchased Services",319,349,425,446,532
03,"Bergen",1760,"Glen Rock Boro","Total Support Services",3089,3207,3510,3520,3373
03,"Bergen",1760,"Glen Rock Boro","Support Services-Salaries and Benefits",1753,1815,2039,2038,2044
03,"Bergen",1760,"Glen Rock Boro","Total Administrative Costs",2136,2115,2301,2365,2357
